dataset,proc_id_1,node_id_1,proc_id_2,node_id_2,node_label_1,node_label_2,paired,gold_paired
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2667,83,2691,"apply online send paper provid us util emploi","apply online confirm establish countri process result evalu",false,true
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2668,83,2691,"send online protocol appli onlin send protocol forward paper via internet","apply online confirm establish countri process result evalu",false,true
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2669,83,2690,"send documents by post mail paper offic send accept reward","send documents by post email document letter forward credenti mail",true,true
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2669,83,2694,"send documents by post mail paper offic send accept reward","send letter of acceptance send letter reject accept send letter accept",true,false
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2669,83,2695,"send documents by post mail paper offic send accept reward","send letter of provisional acceptance process result degre forward paper preliminari",true,false
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2669,83,2699,"send documents by post mail paper offic send accept reward","wait for bachelors certificate document accept degre send letter of provision accept",true,false
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2669,83,2706,"send documents by post mail paper offic send accept reward","documents received mail paper destin receiv receiv accept",true,false
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2670,83,2706,"documents received send onlin protocol document paper come get","documents received mail paper destin receiv receiv accept",true,true
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2671,83,2703,"check documents send document post check evalu check verifi control","check certificate certif recommend valid check document licenc",true,false
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2671,83,2707,"check documents send document post check evalu check verifi control","check documents document inform applic examin paper data",false,true
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2672,83,2688,"evaluate valid confirm address examin paper count","sufficient cp in mathematics suffici take oral exam evalu cp mathemat exam",false,true
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2672,83,2704,"evaluate valid confirm address examin paper count","less than cp in mathematics math exam school rate point subject",false,true
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2672,83,2708,"evaluate valid confirm address examin paper count","evaluate result mark valid examin check estim",false,true
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2673,83,2705,"invite to an aptitude test invit test failur test class teacher","take oral exam revoqu reject bad reexamin pass cp result",false,true
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2674,83,2691,"keep in the applicant pool confirm establish countri process examin payment","apply online confirm establish countri process result evalu",true,false
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2674,83,2698,"keep in the applicant pool confirm establish countri process examin payment","accepted provisionally confirm establish countri process evalu result",true,false
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2675,83,2691,"take aptitude test confirm establish countri process examin payment","apply online confirm establish countri process result evalu",true,false
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2675,83,2698,"take aptitude test confirm establish countri process examin payment","accepted provisionally confirm establish countri process evalu result",true,false
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2675,83,2705,"take aptitude test confirm establish countri process examin payment","take oral exam revoqu reject bad reexamin pass cp result",false,true
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2676,83,2691,"rank students according to gpa and the test results confirm establish countri process rank result","apply online confirm establish countri process result evalu",true,false
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2676,83,2698,"rank students according to gpa and the test results confirm establish countri process rank result","accepted provisionally confirm establish countri process evalu result",true,false
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2676,83,2708,"rank students according to gpa and the test results confirm establish countri process rank result","evaluate result mark valid examin check estim",false,true
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2679,83,2705,"pay for aptitude test test invit applic price monei procedur","take oral exam revoqu reject bad reexamin pass cp result",false,true
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2683,83,2694,"acceptance revoqu reject bad result accept procedur","send letter of acceptance send letter reject accept send letter accept",false,true
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2683,83,2696,"acceptance revoqu reject bad result accept procedur","accepted letter applic invit send letter of reject accept reject accept",true,true
UA_Union_GoldAll_Raw_2_Keywords_NoSpam_Stemmed,82,2683,83,2697,"acceptance revoqu reject bad result accept procedur","rejected unaccept reject deni reject reject discard",true,false
