dataset,proc_id_1,node_id_1,proc_id_2,node_id_2,node_label_1,node_label_2,paired,gold_paired
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2667,83,2691,"apply online send paper provid us util emploi appli internet establish","apply online confirm establish countri process result evalu send paper internet",true,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2668,83,2691,"send online protocol appli onlin send protocol forward paper via internet gdfjvsdhj sdgffsdh sdgfhsd","apply online confirm establish countri process result evalu send paper internet",true,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2669,83,2690,"send documents by post mail paper offic send accept reward forward","send documents by post email document letter forward credenti mail offic monei slow",true,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2669,83,2695,"send documents by post mail paper offic send accept reward forward","send letter of provisional acceptance process result degre forward paper preliminari submit requir approv written document applic",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2670,83,2706,"documents received send onlin protocol document paper come get djfsdhgf sdgfshgd sdgfshdg","documents received mail paper destin receiv accept arriv come",true,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2671,83,2697,"check documents send document post check evalu verifi control letter reject","rejected unaccept reject deni discard send letter of accept",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2671,83,2707,"check documents send document post check evalu verifi control letter reject","check documents document inform applic examin paper data pai aptitud test",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2671,83,2709,"check documents send document post check evalu verifi control letter reject","send letter of rejection letter reject accept refus send",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2672,83,2688,"evaluate valid confirm address examin paper count send document check receiv","sufficient cp in mathematics suffici take oral exam evalu sdfsdfsd cp mathemat",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2672,83,2703,"evaluate valid confirm address examin paper count send document check receiv","check certificate certif recommend valid check document licenc drive confirm",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2672,83,2704,"evaluate valid confirm address examin paper count send document check receiv","less than cp in mathematics math exam school rate point subject pai aptitud test",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2672,83,2708,"evaluate valid confirm address examin paper count send document check receiv","evaluate result mark valid examin check estim suffici take oral exam",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2673,83,2705,"invite to an aptitude test invit test failur class teacher pai work","take oral exam revok reject bad reexamin pass cp result fsdgfstd sdgfjgsdf sdgfhjsgdf",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2674,83,2691,"keep in the applicant pool confirm establish countri process examin payment group rest stai","apply online confirm establish countri process result evalu send paper internet",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2674,83,2698,"keep in the applicant pool confirm establish countri process examin payment group rest stai","accepted provisionally confirm establish countri process evalu result preliminari accept prior",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2675,83,2691,"take aptitude test confirm establish countri process examin payment abil","apply online confirm establish countri process result evalu send paper internet",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2675,83,2698,"take aptitude test confirm establish countri process examin payment abil","accepted provisionally confirm establish countri process evalu result preliminari accept prior",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2675,83,2705,"take aptitude test confirm establish countri process examin payment abil","take oral exam revok reject bad reexamin pass cp result fsdgfstd sdgfjgsdf sdgfhjsgdf",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2676,83,2691,"rank students according to gpa and the test results confirm establish countri process rank result list posit place","apply online confirm establish countri process result evalu send paper internet",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2676,83,2698,"rank students according to gpa and the test results confirm establish countri process rank result list posit place","accepted provisionally confirm establish countri process evalu result preliminari accept prior",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2676,83,2708,"rank students according to gpa and the test results confirm establish countri process rank result list posit place","evaluate result mark valid examin check estim suffici take oral exam",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2679,83,2705,"pay for aptitude test test invit applic price monei procedur pai aptitud","take oral exam revok reject bad reexamin pass cp result fsdgfstd sdgfjgsdf sdgfhjsgdf",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2679,83,2707,"pay for aptitude test test invit applic price monei procedur pai aptitud","check documents document inform applic examin paper data pai aptitud test",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2683,83,2694,"acceptance revok reject bad result accept procedur dsfsdg dffdhd dfhdfhd","send letter of acceptance send letter reject accept sdfsdf sdfsdfsd sdfsdfsdf",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2683,83,2696,"acceptance revok reject bad result accept procedur dsfsdg dffdhd dfhdfhd","accepted letter applic invit ffdfh yrryri yyryryr send of reject accept",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2684,83,2694,"send letter of rejection repuls paper document dsfsdfsd sdfsdfsd sdfsdf rank student accept reject","send letter of acceptance send letter reject accept sdfsdf sdfsdfsd sdfsdfsdf",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2684,83,2695,"send letter of rejection repuls paper document dsfsdfsd sdfsdfsd sdfsdf rank student accept reject","send letter of provisional acceptance process result degre forward paper preliminari submit requir approv written document applic",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2684,83,2696,"send letter of rejection repuls paper document dsfsdfsd sdfsdfsd sdfsdf rank student accept reject","accepted letter applic invit ffdfh yrryri yyryryr send of reject accept",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2684,83,2697,"send letter of rejection repuls paper document dsfsdfsd sdfsdfsd sdfsdf rank student accept reject","rejected unaccept reject deni discard send letter of accept",true,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2684,83,2699,"send letter of rejection repuls paper document dsfsdfsd sdfsdfsd sdfsdf rank student accept reject","wait for bachelors certificate document accept degre dfsdfsd sdfggdsg gfgsfdsdgsd send letter of provision",true,false
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2684,83,2709,"send letter of rejection repuls paper document dsfsdfsd sdfsdfsd sdfsdf rank student accept reject","send letter of rejection letter reject accept refus send",true,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2667,84,2716,"apply online send paper provid us util emploi appli internet establish","add certificate of bachelor degree revok reject bad mother tongu nation dsgdfhfd fdhdrhfd dfgdfhdf",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2667,84,2718,"apply online send paper provid us util emploi appli internet establish","german languag translat german complet applic",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2667,84,2722,"apply online send paper provid us util emploi appli internet establish","add certificate of german language applic certif form provid paper foreign pai aptitud test",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2667,84,2730,"apply online send paper provid us util emploi appli internet establish","complete application finish success fulfil end evalu applic learn",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2667,84,2732,"apply online send paper provid us util emploi appli internet establish","fill out application form mother tongu nation process paper write insert data complet document person",false,true
UA_Intersection_GoldAll_Clean_1_Keywords_Default_Stemmed,82,2668,84,2720,"send online protocol appli onlin send protocol forward paper via internet gdfjvsdhj sdgffsdh sdgfhsd","send application request petit requisit dsafsdfsd dfsdfd sdfsdfsss fill out applic form send",false,true
