dataset,proc_id_1,node_id_1,proc_id_2,node_id_2,node_label_1,node_label_2,paired,gold_paired
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2667,83,2691,"apply online send papers provide use utilize employ apply internet stablish","apply online confirm establish country process results evaluation send papers internet",true,true
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2668,83,2691,"send online protocol apply online send protocol forward papers via internet","apply online confirm establish country process results evaluation send papers internet",true,true
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2669,83,2690,"send documents by post mail papers office send accept reward forward","send documents by post email document letter forward credentials mail office money slow",true,true
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2670,83,2706,"documents received send online protocol documents papers come get","documents received mail papers destination received receive accept arrive come",true,true
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2671,83,2707,"check documents send documents post check evaluate verify control letter rejection","check documents documents information application examine papers data pay aptitude test",false,true
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2671,83,2709,"check documents send documents post check evaluate verify control letter rejection","send letter of rejection letter rejected accepted rejection reject refusal send",true,false
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2672,83,2688,"evaluate validate confirm address examine papers count send documents check received","sufficient cp in mathematics sufficient take oral exam evaluate cp mathematics",false,true
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2672,83,2703,"evaluate validate confirm address examine papers count send documents check received","check certificate certification recommendation validation checking documents licence driving confirm",true,false
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2672,83,2704,"evaluate validate confirm address examine papers count send documents check received","less than cp in mathematics math exam school rating points subject pay aptitude test",false,true
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2672,83,2708,"evaluate validate confirm address examine papers count send documents check received","evaluate result marks validate examine check estimate sufficient take oral exam",false,true
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2673,83,2705,"invite to an aptitude test invitation test failure testing class teacher paying working","take oral exam revoque rejection bad reexamination passing cp result",false,true
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2674,83,2691,"keep in the applicant pool confirm establish country process examinations payments group rest stay","apply online confirm establish country process results evaluation send papers internet",true,false
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2674,83,2698,"keep in the applicant pool confirm establish country process examinations payments group rest stay","accepted provisionally confirm establish country process evaluation results preliminary acceptance prior",true,false
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2675,83,2691,"take aptitude test confirm establish country process examinations payments abilities","apply online confirm establish country process results evaluation send papers internet",true,false
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2675,83,2698,"take aptitude test confirm establish country process examinations payments abilities","accepted provisionally confirm establish country process evaluation results preliminary acceptance prior",true,false
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2675,83,2705,"take aptitude test confirm establish country process examinations payments abilities","take oral exam revoque rejection bad reexamination passing cp result",false,true
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2676,83,2691,"rank students according to gpa and the test results confirm establish country process rankings results list position place","apply online confirm establish country process results evaluation send papers internet",true,false
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2676,83,2698,"rank students according to gpa and the test results confirm establish country process rankings results list position place","accepted provisionally confirm establish country process evaluation results preliminary acceptance prior",true,false
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2676,83,2708,"rank students according to gpa and the test results confirm establish country process rankings results list position place","evaluate result marks validate examine check estimate sufficient take oral exam",false,true
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2679,83,2705,"pay for aptitude test test invitation application price money procedure pay aptitude","take oral exam revoque rejection bad reexamination passing cp result",false,true
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2679,83,2707,"pay for aptitude test test invitation application price money procedure pay aptitude","check documents documents information application examine papers data pay aptitude test",true,false
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2683,83,2694,"acceptance revoque rejection bad result acceptance procedure","send letter of acceptance send letter rejection acceptance accept",false,true
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2683,83,2696,"acceptance revoque rejection bad result acceptance procedure","accepted letter applicant invite send of rejection acceptance rejected accepted",true,true
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2683,83,2697,"acceptance revoque rejection bad result acceptance procedure","rejected unacceptable reject deny rejected discard send letter of rejection acceptance accepted",true,false
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2683,83,2705,"acceptance revoque rejection bad result acceptance procedure","take oral exam revoque rejection bad reexamination passing cp result",true,false
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2683,83,2709,"acceptance revoque rejection bad result acceptance procedure","send letter of rejection letter rejected accepted rejection reject refusal send",true,false
UA_Intersection_GoldAll_Raw_1_Keywords_NoSpam_NoStem,82,2684,83,2694,"send letter of rejection repulse paper document rank students acceptance rejection","send letter of acceptance send letter rejection acceptance accept",true,false
